,RestaurantName
3024,Punjabi Dhaba
3025,Aapullki Veg
3026,Chitale Bandhu Mithaiwale
3027,BREAKFAST & LUNCH HOUSE
3028,Hangout Cakes & More
3029,IndoriRaj-The Taste Of Malwa
3030,Yashda Restaurant
3031,Fresh cakes
3032,Domino's Pizza
3033,Shivdahba
3034,Kshanbhar Vishranti
3035,Singh Dhaba
3036,Good Luck Chineese
3037,Gharch Jevan Bhojnalay
3038,Shaan E Punjab
3039,Tasty Chinese
3040,Indian Breakfast
3041,THE UNIQUE MILKSHAKE PARLOUR
3042,Raj Sadar Family Restaurant
3043,Mad Over Cakes
3044,Hotel Shalimar.
3045,Pradnya Veg Nonveg
3046,Mandarin Oak- The Heavenly Chinese
3047,RUSH Inn Restaurant
3048,Ketokiyo
3049,Engineer's Katta
3050,Food 24/7
3051,Nirvana pure Veg
3052,EGGS PRESS
3053,LeanCrust Pizza - ThinCrust Experts
3054,Ranwara Family Restaurant
3055,Chaat Chatore
3056,Grameen Kulfi
3057,Itminaan Biryani - Dum Pukht
3058,THE HANGGOUT
3059,Eggster Corner
3060,Hotel Ranwara
3061,KGN Xprs (Wagholi)
3062,The Good Bowl
3063,HEALTHY MEAL BOX
3064,Delicious Bites
3065,Cake Bake
3066,Domino's Pizza
3067,ZAZA 22 Spice Biryani
3068,Dhanashree's Punjabi Spice
3069,Lehza Veg Divine
3070,Hungry Monkey
3071,Guru Snacks
3072,Hotel Samruddhi
3073,Good Food Kitchen
3074,Taste of Maharashtra
3075,The Biryani Life
3076,Easta Cafe
3077,FOOD MANTRA PURE VEG RESTAURANT
3078,Green 9 Restaurant
3079,SLAY Coffee
3080,The Chinese culture
3081,DELHI DARBAR
3082,Gourmet Ice Cream Cakes by Baskin Robbins
3083,Hotel kanchan shivar
3084,EKACH PELA
3085,Jain Sweets and kitchen
3086,RSB QUALITY
3087,The paratha house
3088,CHING'S  CHOWMEIN
3089,Cake Galaxy
3090,Bhaji poli center
3091,Shreenath Snacks and juice
3092,Bahar Biryani Cafe
3093,Dilbaro -Pure Veg
3094,Punjabi Non Veg
3095,Mughal Biryani
3096,EGGS TWIST
3097,Hotel Tora Tora
3098,Baba dosa center and Snacks
3099,Hot Box Pizzeria
3100,Southie Sambar
3101,THE TIGER MOMOS
3102,J J CHAINESE CORNER
3103,CHINESE CASTLE
3104,Reddy Express And Biryani
3105,EGGS FUNDA
3106,The Brooklyn Creamery - Healthy Ice Cream
3107,Momoland
3108,HOTEL SWAD MAHARASHTRACHA
3109,Hotel Chatrapati
3110,Pizza Hut
3111,Roll Kings
3112,Sweet Truth - Cake and Desserts
3113,Oven Story Pizza
3114,Natural Ice Cream
3115,KKS KITCHEN
3116,McDonald's Gourmet Burger Collection
3117,Behrouz Biryani
3118,Caffe & Te - All Day Cafe
3119,Joshi Wadewale
3120,Kitchen24x7
3121,Hotel Fish Land
3122,Master Chef.
3123,Burger King
3124,Morya tiffin service
3125,Malabar
3126,Shangri-La Kamalbaug
3127,Hotel Sarthak
3128,Hollywood Pizza
3129,Kamat Non Veg
3130,Al-Zaika
3131,Baskin Robbins
3132,Biryani King
3133,THE ROYAL LUCKNOWI
3134,Gavran Thaska
3135,Hotel Sunrup
3136,Rangla Punjab - Vishal Nagar
3137,s l j iyangar bekary
3138,LeanCrust Pizza - ThinCrust Experts
3139,Good Fettle - Healthy Ice Cream
3140,IBeanS
3141,CnP House - Chicken and Paratha
3142,CHINESE & BARBECUE
3143,Behrouz Biryani
3144,CAFE COLD BREW
3145,Zestylian
3146,Sk's Biryani House
3147,Shiv malhar wadewale and snack center
3148,The Dessert Heaven
3149,ZAZA 22 Spice Biryani
3150,JOES KITCHEN
3151,Puneri swad
3152,Momentt Enrise By Sayaji
3153,Flute
3154,spice alley
3155,Pizza Hut
3156,Chaayos Chai+Snacks=Relax
3157,Ching Chong Asian
3158,Hotel Super Shriraj
3159,Royal Orbit Blue Family Restaurant
3160,Mandarin Oak- The Heavenly Chinese
3161,Aditya Ice cream Parlor
3162,Chinese point
3163,DESI CHINESE
3164,Domino's Pizza
3165,Global Punjab
3166,Jai mahadev dinning hall
3167,La pino'z pizza
3168,Kanaka Durga
3169,KAIT
3170,Biryani Junction
3171,ZIPPYFEED
3172,HOTEL APNA ADDA
3173,McDonald's Gourmet Burger Collection
3174,Chinese Chef Co
3175,Badshahs Of BIRYANI
3176,HOTEL RANGOLI FAMILY DHABA PURE VEG
3177,PORTICO & TURQUE
3178,HOTEL SHIVNERI
3179,Pind Da Swad
3180,Royal Burgerio
3181,Jagdamba
3182,PUNE'S ROYAL
3183,Highground Restaurant & Bar
3184,DUM BIRYANI COMPANY
3185,Dawat E Khas ( Biryani and More.. )
3186,Hello Hotel Kolkata
3187,The Regent Veg Restaurant
3188,Sprinkling Spices
3189,CHINESE SHACK
3190,Royal Lotus Pure Veg Restaurant
3191,Omaha Veg
3192,Largo Pizzeria
3193,TREIZE PIZZA CAFFE
3194,Copa Cabana
3195,Food Bengal
3196,DIAMOND CAKE SHOP
3197,Siilver Spoon
3198,Biryani Gowda
3199,Annapurna Pure Veg
3200,Hotel Ashirwad
3201,HOTEL TRUPTI VEG & NONVEG
3202,M Factory
3203,THE ASIAN BITES
3204,Pet Pooja
3205,Chandani Chowk Wale Paranthe
3206,NIC Natural Ice Creams
3207,Hotel Red Chilly
3208,URBAN CHINESE FOOD
3209,MOMO and CO.
3210,Crazy Noodles
3211,Malvan Samudra
3212,CHINESE BABA
3213,Kouzina Kafe - The Food Court
3214,Sigdi
3215,Rose Wood
3216,Hotel Om Annapurna
3217,Foodroot EasyBite
3218,Oaramehas Cake Shop
3219,THE QUALITY BITES
3220,Kakke Da Paratha (Wakad)
3221,Jagdamb Juice Bar
3222,Fresh Cream Factory
3223,HOTEL HARSHA
3224,Namah
3225,Bhairavi
3226,Diwine Memories Hotel
3227,Pradeep Sweets
3228,La panino
3229,DURGA VEG RESTAURANT
3230,SALAD MATRIX
3231,CAFFEINATOR
3232,The Biryani Life
3233,Diet N Bite
3234,Malhar Hotel
3235,MARATHA KITCHEN
3236,Bhajan Singh's
3237,The Momo Factory
3238,Kiran Restaurant and Bar
3239,Barbeque Nation
3240,Delhi Zaika
3241,Happy Kitchen
3242,Grameen Kulfi
3243,Bundelkhandi Swad
3244,Fish On Dish
3245,MIRA VEGETARIAN
3246,Biryani Trip
3247,Chairs up Chinese center
3248,Delhi Darbar
3249,Claypot - Kebab and Biryani
3250,Hotel Sahara
3251,The Chinese Pot
3252,Bird Valley
3253,Kwality Walls Frozen Dessert & Ice Cream Shop
3254,Patel's Chhappanbhog
3255,Rohit Wadewale
3256,Ande ka Funda
3257,Ala carte
3258,Paratha Envy
3259,Bhayankar Burgers
3260,BYANJAN - AUTHENTIC BENGALI & ASSAMESE CUISINE
3261,Reddy's Biryani Zone
3262,Wok Dynasty
3263,G Ps CHAAPWALE
3264,CAFE DURGA
3265,Mithas
3266,AP'S BIRYANI & CHINESE
3267,Moody Foody
3268,Rajeshahi biryani's
3269,Green Ways
3270,Puneri Veg Nonveg
3271,LIVE VEG NON VEG RESTAURANT
3272,Spring Onion
3273,BERRY BELLA THE CAKE SHOP
3274,Hruturaj Pure Veg
3275,foodies Mob
3276,Shree south Indian
3277,Aha! Baangali
3278,THE MANGO TREE CAFE
3279,BLOCKBUSTER CAFE
3280,WOW! Burger
3281,Apple 5
3282,Radha Pure Veg
3283,Aaswad Restaurant
3284,The Sambhar Story
3285,World Of Sweets
3286,Itminaan Biryani - Dum Pukht
3287,The Royal kitchen
3288,SWADISHTAM RESTAURANT
3289,Cakes N Cakes
3290,KP Biryaniwala
3291,Sweet Truth - Cake and Desserts
3292,BASARI PURE VEG
3293,Rajmandir Ice cream'
3294,Beall Ice cream and Pops
3295,Bowl Up
3296,Raj Chinese House
3297,McDonald's
3298,Hyderabadi Biryani Express
3299,Greek
3300,The Good Bowl
3301,Barbeque Ville
3302,The Cake & Cream Factory - Wakad
3303,Wah Bihari
3304,Hotel Manas
3305,Oven Story Pizza
3306,Lucknow Meri Jaan
3307,Lad Restaurant
3308,Sukhi Da Dhaba - Wakad
3309,Itminaan Biryani - Dum Pukht
3310,WOK HONG
3311,SNACKS HOTSPOT
3312,BKC Desi Hut
3313,Chicken Xperience By Venky's (Warje)
3314,Raahis Kitchen
3315,NH1 Bowls - Highway To North
3316,Ketan Family Garden Restaurant
3317,ZAZA 22 Spice Biryani
3318,Cafe Durga
3319,Khandeshi Jalgaon - MH 19
3320,Shree bhel
3321,GUGGI'S KITCHEN
3322,Swarnaa Vegetarian
3323,BABA G'S MOMOS
3324,HOTEL GAVJEVAN
3325,Pranav Chinese
3326,Hotel Rajmudra
3327,Crazy cheesy Warje
3328,Chowmeen Katta 
3329,HOTEL MAULI
3330,The Punjab Story
3331,gurukrupa fast food
3332,Hotel Shiv Bhumi
3333,SATTAR BUKSH BIRYANI AND MORE
3334,UNCLE CHIN'S
3335,MEALS@50
3336,Rolls Mania
3337,MANKAR DOSA CENTER
3338,Phanase Vadapav And Amruttulya
3339,AK Burger House
3340,Spiceso
3341,WARJE VADAPAV CENTER
3342, Hotel Rangda
3343,Rudra Veg
3344,LIVE FRESH CAKES DESSERTS & BAKES
3345,Gayatri Kitchen
3346,Chinese Corner
3347,Rajyog Pavbhaji & Juice Centre
3348,McDonald's Gourmet Burger Collection
3349,Pleasures Trove Family Restaurant
3350,Shivarsh Wadewale
3351,Chowmein Chinese Tandoori
3352,THE MOMOS AND CHINESE WALA
3353,VEDANTI RESTAURANT
3354,ZATKA MISAL
3355,Raj Family Restaurant
3356,The Land Of Chenab
3357,DOSA GRILL
3358,Khandeshi Chamchamit
3359,THE BIRDS SOUND POINT
3360,Domino's Pizza
3361,Anjani Veg Non Veg
3362,Teja Hospitality Services
3363,midnight pulse
3364,KGN Xprs
3365,Vedanti Family Garden Restaurant
3366,Sai sarita lunch Home
3367,Ganesh Bhel
3368,Hotel Jalsa
3369,SANDEEP TANDOOR AND BIRYANI POINT
3370,Zhingat Biryani
3371,New poona Bakery cafe.
3372,Rohit Wadevale - Powered by Avni Foods
3373,Ayesha Barkat Biryani House
3374,Mystic Flavours.
3375,MD Chinese centre
3376,Cafe Up To U
3377,Dumpling Monk
3378,Hotel Tara
3379,Hotel Dakshinatya
3380,SAGAR PURE VEG
3381,Tanu's Kitchen
3382,Woods Only Chinese
3383,Cafe One
3384,DOSTI ANDA BHURGI
3385,Supreme momos
3386,Khandani Kitchen
3387,ASHAYS FUSION MOMO
3388,Amritsari Zaika
3389,Swanandi Foods
3390,bombay chow
3391,FOODY JUNCTION 
3392,Hotel Bhauchi Missal
3393,Chitale Bandhu Mithaiwale
3394,Pizza Hut
3395,S. K BAKERS AND FOODS
3396,HOTEL RND
3397,Tossd salads
3398,"Kwality Wall's, Amul, Dairy & Ice cream"
3399,PAVOO BHAJI ON WHEELS
3400,McDonald's
3401,Corner Sweets
3402,BOX8 - Desi Meals
3403,LeanCrust Pizza - ThinCrust Experts
3404,Mealful Rolls - Meals in a Roll
